Country,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop,Date
Czechia,"3,916,930",+490,"40,258 ",,"3,873,366",+209,"3,306",8,"364,496","3,746","55,341,715","5,149,914","10,746,143 ",Europe,3,267,0.0,46,,308,5/18/2022
South Africa,"3,899,841",,"100,812 ",,"3,720,427",,"78,602",192,"64,240","1,661","24,927,476","410,617","60,707,421 ",Africa,16,602,2.0,,,"1,295",5/18/2022
Canada,"3,829,357",,"40,296 ",,"3,507,192",,"281,869",370,"99,824","1,050","61,538,265","1,604,181","38,361,174 ",North America,10,952,1.0,,,"7,348",5/18/2022
Philippines,"3,688,100",+103,"60,452  ",,"3,625,407",+345,"2,241",480,"32,839",538,"29,916,986","266,380","112,309,225 ",Asia,30,"1,858",4.0,0.9,,20,5/18/2022
Switzerland,"3,642,604",,"13,934 ",,"3,562,426",,"66,244",71,"415,205","1,588","20,991,820","2,392,771","8,773,018 ",Europe,2,630,0.0,,,"7,551",5/18/2022
Chile,"3,611,813",,"57,733 ",,"3,472,525",,"81,555",156,"185,954","2,972","37,737,644","1,942,920","19,423,155 ",South America,5,336,1.0,,,"4,199",5/18/2022
Peru,"3,573,220",,"213,058 ",,,,,214,"105,620","6,298","30,290,953","895,361","33,830,976 ",South America,9,159,1.0,,,"48,461",5/18/2022
Greece,"3,401,927",,"29,599 ",,"3,319,180",,"53,148",167,"329,394","2,866","81,422,970","7,883,833","10,327,840 ",Europe,3,349,0.0,,,"5,146",5/18/2022
Denmark,"2,978,630",+686,"6,304  ",8.0,"2,962,898",+890,"9,428",11,"510,883","1,081","127,369,645","21,845,943","5,830,357 ",Europe,2,925,0.0,118,1.0,"1,617",5/18/2022
Romania,"2,904,588",+513,"65,636 ",11.0,,,,117,"152,892","3,455","23,006,705","1,211,025","18,997,705 ",Europe,7,289,1.0,27,0.6,"12,227",5/18/2022
Sweden,"2,504,894",,"18,864 ",,"2,478,293",+257,"7,737",9,"245,168","1,846","18,553,837","1,815,965","10,217,065 ",Europe,4,542,1.0,,,757,5/18/2022
Iraq,"2,326,852",+126,"25,216 ",,"2,300,381",+145,"1,255",11,"55,520",602,"18,542,103","442,423","41,910,395 ",Asia,18,"1,662",2.0,3,,30,5/18/2022
Serbia,"2,013,983",+361,"16,055 ",2.0,"1,989,782",,"8,146",11,"232,252","1,851","9,624,550","1,109,899","8,671,551 ",Europe,4,540,1.0,42,0.2,939,5/18/2022
Bangladesh,"1,953,103",+22,"29,127 ",,"1,900,138",+241,"23,838","1,259","11,642",174,"14,065,536","83,844","167,758,600 ",Asia,86,"5,760",12.0,0.1,,142,5/18/2022
Hungary,"1,914,697","+4,749","46,446 ",103.0,"1,830,803","+9,368","37,448",21,"199,147","4,831","11,394,556","1,185,146","9,614,473 ",Europe,5,207,1.0,494,11.0,"3,895",5/18/2022
Slovakia,"1,787,657",+253,"20,069 ",7.0,"1,763,291",+734,"4,297",30,"327,135","3,673","7,131,776","1,305,089","5,464,588 ",Europe,3,272,1.0,46,1.0,786,5/18/2022
DPRK,"1,715,950","+232,890",62 ,6.0,"1,024,720","+205,630","691,168",,"66,023",2,,,"25,990,146 ",Asia,15,"419,196",,"8,961",0.2,"26,593",5/18/2022
Jordan,"1,694,216",,"14,048 ",,"1,678,941",,"1,227",124,"163,021","1,352","16,670,254","1,604,049","10,392,609 ",Asia,6,740,1.0,,,118,5/18/2022
Georgia,"1,655,221",,"16,811 ",,"1,637,293",,"1,117",,"416,424","4,229","16,920,079","4,256,790","3,974,845 ",Asia,2,236,0.0,,,281,5/18/2022
Ireland,"1,535,451",,"7,203 ",,"1,505,844","+1,667","22,404",24,"304,595","1,429","12,169,068","2,414,037","5,040,961 ",Europe,3,700,0.0,,,"4,444",5/18/2022
Pakistan,"1,529,469",+66,"30,378 ",,"1,494,141",,"4,950",90,"6,681",133,"28,395,922","124,046","228,914,005 ",Asia,150,"7,536",8.0,0.3,,22,5/18/2022
Norway,"1,430,173",,"3,061 ",,,,,20,"260,006",556,"11,002,430","2,000,246","5,500,538 ",Europe,4,"1,797",0.0,,,"243,278",5/18/2022
Kazakhstan,"1,305,654",,"13,661 ",,"1,291,824",,169,24,"68,014",712,"11,575,012","602,965","19,196,827 ",Asia,15,"1,405",2.0,,,9,5/18/2022
Singapore,"1,247,671",,"1,367 ",,"1,173,215",,"73,089",8,"210,173",230,"23,875,083","4,021,804","5,936,411 ",Asia,5,"4,343",0.0,,,"12,312",5/18/2022
Hong Kong,"1,209,397",+329,"9,364 ",3.0,,,,5,"158,906","1,230","44,972,952","5,909,129","7,610,758 ",Asia,6,813,0.0,43,0.4,"155,937",5/18/2022
Morocco,"1,165,984",,"16,074 ",,"1,149,167",,743,293,"30,904",426,"11,237,010","297,835","37,728,922 ",Africa,32,"2,347",3.0,,,20,5/18/2022
Bulgaria,"1,162,449",,"37,065 ",,"1,026,171",,"99,213",50,"169,685","5,410","9,941,859","1,451,232","6,850,634 ",Europe,6,185,1.0,,,"14,482",5/18/2022
Croatia,"1,132,671",+773,"15,945 ",1.0,"1,112,824",+231,"3,902",11,"279,126","3,929","4,847,711","1,194,628","4,057,924 ",Europe,4,254,1.0,190,0.2,962,5/18/2022
Cuba,"1,104,707",,"8,529 ",,"1,095,715",,463,23,"97,643",754,"12,920,253","1,142,002","11,313,685 ",North America,10,"1,326",1.0,,,41,5/18/2022
Lebanon,"1,098,124",,"10,411 ",,"1,085,202",,"2,511",186,"162,246","1,538","4,795,578","708,537","6,768,282 ",Asia,6,650,1.0,,,371,5/18/2022
New Zealand,"1,070,373","+9,663",967 ,30.0,"1,012,754","+8,023","56,652",,"213,985",193,"7,140,588","1,427,518","5,002,100 ",Australia/Oceania,5,"5,173",1.0,"1,932",6.0,"11,326",5/18/2022
Finland,"1,069,740",,"4,284 ",,,,,21,"192,509",771,"10,832,080","1,949,331","5,556,820 ",Europe,5,"1,297",1.0,,,"183,460",5/18/2022
Lithuania,"1,061,073",+170,"9,127 ",,"1,034,091",+452,"17,855",8,"400,212","3,442","9,961,963","3,757,418","2,651,279 ",Europe,2,290,0.0,64,,"6,734",5/18/2022
Tunisia,"1,041,197",,"28,575 ",,,,,29,"86,407","2,371","4,592,916","381,156","12,049,949 ",Africa,12,422,3.0,,,"-1,172.95",5/18/2022
Slovenia,"1,021,136",+541,"6,627 ",1.0,"1,006,408","+1,656","8,101",9,"491,055","3,187","2,659,481","1,278,921","2,079,472 ",Europe,2,314,1.0,260,0.5,"3,896",5/18/2022
Belarus,"982,867",,"6,978 ",,,,,,"104,079",739,"13,220,483","1,399,955","9,443,509 ",Europe,10,"1,353",1.0,,,"5,014",5/18/2022
Taiwan,"981,141","+85,356","1,176 ",41.0,"87,305","+11,473","892,660",,"41,056",49,"16,601,305","694,691","23,897,408 ",Asia,24,"20,321",1.0,"3,572",2.0,"37,354",5/18/2022
Nepal,"979,028",+6,"11,952 ",,"966,929",+8,147,,"32,508",397,"5,677,107","188,502","30,116,950 ",Asia,31,"2,520",5.0,0.2,,5,5/18/2022
Bolivia,"906,462",+129,"21,943 ",,"864,559",+379,"19,960",220,"75,722","1,833","2,705,422","226,001","11,970,860 ",South America,13,546,4.0,11,,"1,667",5/18/2022
UAE,"903,382",+298,"2,302 ",,"887,155",+353,"13,925",,"89,321",228,"159,575,272","15,777,773","10,113,929 ",Asia,11,"4,394",0.0,29,,"1,377",5/18/2022
Uruguay,"902,540",,"7,213 ",,"892,434",,"2,893",18,"258,145","2,063","6,114,822","1,748,966","3,496,249 ",South America,4,485,1.0,,,827,5/18/2022
Ecuador,"872,542",,"35,610 ",,,,,759,"48,089","1,963","2,470,170","136,141","18,144,160 ",South America,21,510,7.0,,,"21,663",5/18/2022
Costa Rica,"866,164",,"8,444 ",,"841,683",,"16,037",48,"167,177","1,630","4,401,922","849,606","5,181,134 ",North America,6,614,1.0,,,"3,095",5/18/2022
Guatemala,"853,280",,"17,842 ",,"833,241",,"2,197",5,"46,035",963,"4,566,381","246,360","18,535,390 ",North America,22,"1,039",4.0,,,119,5/18/2022
Latvia,"826,506",+164,"5,811 ",7.0,"817,754",+421,"2,941",6,"447,435","3,146","7,230,804","3,914,450","1,847,208 ",Europe,2,318,0.0,89,4.0,"1,592",5/18/2022
Panama,"814,152",,"8,210 ",,"780,312",,"25,630",16,"183,293","1,848","6,056,338","1,363,484","4,441,810 ",North America,5,541,1.0,,,"5,770",5/18/2022
Azerbaijan,"792,685",+5,"9,709 ",,"782,934",+13,42,,"76,884",942,"6,862,217","665,580","10,310,131 ",Asia,13,"1,062",2.0,0.5,,4,5/18/2022
Saudi Arabia,"761,079",+602,"9,123 ",2.0,"745,397",+556,"6,559",79,"21,243",255,"42,209,730","1,178,122","35,827,969 ",Asia,47,"3,927",1.0,17,0.06,183,5/18/2022
Sri Lanka,"663,689",,"16,511 ",,"646,925",,253,,"30,753",765,"6,486,117","300,545","21,581,197 ",Asia,33,"1,307",3.0,,,12,5/18/2022
Paraguay,"649,929",,"18,881 ",,"624,673",,"6,375",2,"89,075","2,588","2,633,737","360,963","7,296,423 ",South America,11,386,3.0,,,874,5/18/2022
Kuwait,"632,074",,"2,555 ",,"629,114",,405,3,"144,023",582,"8,071,763","1,839,213","4,388,704 ",Asia,7,"1,718",1.0,,,92,5/18/2022
Myanmar,"613,168",,"19,434 ",,"592,123",,"1,611",,"11,130",353,"8,100,568","147,037","55,092,118 ",Asia,90,"2,835",7.0,,,29,5/18/2022
Palestine,"582,246",,"5,355 ",,"576,764",,127,17,"109,379","1,006","3,078,533","578,326","5,323,177 ",Asia,9,994,2.0,,,24,5/18/2022
Dominican Republic,"580,661",,"4,377 ",,"575,748",,536,1,"52,542",396,"3,310,374","299,543","11,051,401 ",North America,19,"2,525",3.0,,,49,5/18/2022
Bahrain,"578,848",,"1,479 ",,"571,982",,"5,387",4,"319,427",816,"9,795,020","5,405,205","1,812,146 ",Asia,3,"1,225",0.0,,,"2,973",5/18/2022
Estonia,"575,046",,"2,561 ",,"516,588",,"55,897",4,"432,950","1,928","3,357,306","2,527,704","1,328,204 ",Europe,2,519,0.0,,,"42,085",5/18/2022
Venezuela,"523,119",,"5,713 ",,"516,284",,"1,122",230,"18,494",202,"3,359,014","118,755","28,285,251 ",South America,54,"4,951",8.0,,,40,5/18/2022
Moldova,"516,986",,"11,489 ",,"504,142",,"1,355",49,"128,718","2,861","3,216,305","800,787","4,016,428 ",Europe,8,350,1.0,,,337,5/18/2022
Egypt,"515,645",,"24,613 ",,"442,182",,"48,850",122,"4,867",232,"3,693,367","34,861","105,944,231 ",Africa,205,"4,304",29.0,,,461,5/18/2022
Libya,"501,904",,"6,430 ",,"490,973",,"4,501",101,"71,232",913,"2,477,219","351,575","7,046,067 ",Africa,14,"1,096",3.0,,,639,5/18/2022
Cyprus,"477,711",,"1,032 ",,"124,370",,"352,309",60,"390,351",843,"9,477,138","7,744,025","1,223,800 ",Asia,3,"1,186",0.0,,,"287,881",5/18/2022
Ethiopia,"471,040",,"7,512 ",,"455,806",,"7,722",6,"3,916",62,"4,846,721","40,292","120,288,523 ",Africa,255,"16,013",25.0,,,64,5/18/2022
Mongolia,"469,885",,"2,179 ",,"313,256",,"154,450",192,"139,141",645,"4,030,048","1,193,369","3,377,034 ",Asia,7,"1,550",1.0,,,"45,735",5/18/2022
Honduras,"424,447",,"10,896 ",,"132,401",,"281,150",105,"41,616","1,068","1,366,423","133,973","10,199,251 ",North America,24,936,7.0,,,"27,566",5/18/2022
Armenia,"422,917",,"8,623 ",,"412,071",,"2,223",,"142,224","2,900","3,078,174","1,035,166","2,973,603 ",Asia,7,345,1.0,,,748,5/18/2022
Réunion,"411,363",,770 ,,"403,795",,"6,798",10,"453,410",849,"1,603,660","1,767,578","907,264 ",Africa,2,"1,178",1.0,,,"7,493",5/18/2022
Oman,"389,460",+13,"4,260 ",,"384,636",+18,564,3,"72,803",796,"25,000,000","4,673,353","5,349,478 ",Asia,14,"1,256",0.0,2,,105,5/18/2022
Bosnia and Herzegovina,"377,648",+42,"15,783 ",,,,,,"116,463","4,867","1,770,155","545,897","3,242,656 ",Europe,9,205,2.0,13,,"52,317",5/18/2022
Qatar,"366,603",+126,677 ,,"364,919",+140,"1,007",1,"130,566",241,"3,497,554","1,245,654","2,807,805 ",Asia,8,"4,147",1.0,45,,359,5/18/2022
Kenya,"324,071",,"5,649 ",,"318,192",,230,,"5,788",101,"3,637,594","64,973","55,986,284 ",Africa,173,"9,911",15.0,,,4,5/18/2022
Zambia,"320,680",,"3,983 ",,"316,139",,558,1,"16,576",206,"3,454,966","178,582","19,346,617 ",Africa,60,"4,857",6.0,,,29,5/18/2022
North Macedonia,"311,038",+96,"9,293 ",,"301,202",+88,543,,"149,307","4,461","2,040,024","979,268","2,083,214 ",Europe,7,224,1.0,46,,261,5/18/2022
Botswana,"306,614",,"2,692 ",,"303,619",,303,1,"125,639","1,103","2,026,898","830,551","2,440,427 ",Africa,8,907,1.0,,,124,5/18/2022
Albania,"275,688",,"3,497 ",,"271,962",,229,2,"95,994","1,218","1,818,942","633,354","2,871,920 ",Europe,10,821,2.0,,,80,5/18/2022
Algeria,"265,828",,"6,875 ",,"178,374",,"80,579",6,"5,864",152,"230,861","5,093","45,332,016 ",Africa,171,"6,594",196.0,,,"1,778",5/18/2022
Nigeria,"255,859",,"3,143 ",,"249,943",,"2,773",11,"1,186",15,"5,114,703","23,713","215,693,429 ",Africa,843,"68,627",42.0,,,13,5/18/2022
Zimbabwe,"249,748",,"5,484 ",,"242,581",,"1,683",12,"16,358",359,"2,295,541","150,354","15,267,623 ",Africa,61,"2,784",7.0,,,110,5/18/2022
Luxembourg,"244,182",,"1,073 ",,"235,939",,"7,170",,"378,561","1,663","4,248,188","6,586,072","645,026 ",Europe,3,601,0.0,,,"11,116",5/18/2022
Uzbekistan,"238,842",+18,"1,637 ",,"237,057",+38,148,23,"6,948",48,"1,377,915","40,083","34,376,493 ",Asia,144,"21,000",25.0,0.5,,4,5/18/2022
Montenegro,"236,414",,"2,719 ",,"233,102",,593,6,"376,327","4,328","2,466,906","3,926,850","628,215 ",Europe,3,231,0.0,,,944,5/18/2022
Mozambique,"225,519",,"2,201 ",,"223,224",,94,13,"6,856",67,"1,320,827","40,156","32,892,731 ",Africa,146,"14,944",25.0,,,3,5/18/2022
Laos,"209,553",+51,754 ,,,,,,"28,041",101,"1,232,128","164,877","7,473,035 ",Asia,36,"9,911",6.0,7,,"26,915",5/18/2022
Kyrgyzstan,"200,993",,"2,991 ",,"196,406",,"1,596",131,"29,885",445,"1,907,195","283,576","6,725,521 ",Asia,33,"2,249",4.0,,,237,5/18/2022
Iceland,"186,969",+152,120 ,,,,,,"541,333",347,"1,925,385","5,574,589","345,386 ",Europe,2,"2,878",0.0,440,,"321,854",5/18/2022
Maldives,"179,560",,298 ,,"163,687",,"15,575",25,"321,590",534,"2,213,831","3,964,952","558,350 ",Asia,3,"1,874",0.0,,,"27,895",5/18/2022
Afghanistan,"179,477",+61,"7,691 ",,"162,487",+196,"9,299","1,124","4,424",190,"954,693","23,533","40,567,840 ",Asia,226,"5,275",42.0,2,,229,5/18/2022
Uganda,"164,069",,"3,596 ",,"100,205",,"60,268",2,"3,387",74,"2,612,795","53,937","48,441,721 ",Africa,295,"13,471",19.0,,,"1,244",5/18/2022
El Salvador,"162,089",,"4,130 ",,"150,662",,"7,297",8,"24,756",631,"1,950,448","297,895","6,547,426 ",North America,40,"1,585",3.0,,,"1,114",5/18/2022
Ghana,"161,325",,"1,445 ",,"159,826",,54,1,"4,997",45,"2,445,003","75,730","32,285,945 ",Africa,200,"22,343",13.0,,,2,5/18/2022
Namibia,"160,438",,"4,030 ",,"153,662",,"2,746",,"61,073","1,534","1,020,772","388,574","2,626,968 ",Africa,16,652,3.0,,,"1,045",5/18/2022
Trinidad and Tobago,"155,893",,"3,881 ",,"142,770",,"9,242",18,"110,722","2,756","728,786","517,617","1,407,965 ",North America,9,363,2.0,,,"6,564",5/18/2022
Martinique,"153,253",,926 ,,104,,"152,223",8,"408,979","2,471","828,928","2,212,120","374,721 ",North America,2,405,0.0,,,"406,230",5/18/2022
Brunei ,"145,521",+300,221 ,,"143,477",+182,"1,823",,"326,782",496,"717,784","1,611,857","445,315 ",Asia,3,"2,015",1.0,674,,"4,094",5/18/2022
Guadeloupe,"140,130",,854 ,,"2,250",,"137,026",19,"350,104","2,134","938,039","2,343,621","400,252 ",North America,3,469,0.0,,,"342,349",5/18/2022
Cambodia,"136,262",,"3,056 ",,"133,198",+1,8,,"7,944",178,"2,962,730","172,736","17,151,764 ",Asia,126,"5,612",6.0,,,0.5,5/18/2022
Jamaica,"133,103",,"3,011 ",,"85,394",,"44,698",,"44,585","1,009","1,043,340","349,487","2,985,344 ",North America,22,991,3.0,,,"14,972",5/18/2022
Rwanda,"129,927",,"1,459 ",,"45,522",,"82,946",,"9,587",108,"5,358,487","395,385","13,552,596 ",Africa,104,"9,289",3.0,,,"6,120",5/18/2022
Cameroon,"119,780",,"1,927 ",,"117,791",,62,13,"4,312",69,"1,751,774","63,055","27,781,486 ",Africa,232,"14,417",16.0,,,2,5/18/2022
Angola,"99,194",,"1,900 ",,"97,149",,145,,"2,852",55,"1,499,795","43,125","34,777,696 ",Africa,351,"18,304",23.0,,,4,5/18/2022
Malta,"93,758",+76,716 ,2.0,"90,498",+160,"2,544",4,"211,289","1,614","1,908,998","4,302,035","443,743 ",Europe,5,620,0.0,171,5.0,"5,733",5/18/2022
DRC,"87,633",,"1,338 ",,"50,930",,"35,365",,926,14,"846,704","8,945","94,652,156 ",Africa,"1,080","70,742",112.0,,,374,5/18/2022
Senegal,"86,055",+4,"1,966 ",,"84,069",+5,20,,"4,898",112,"1,084,267","61,715","17,568,978 ",Africa,204,"8,936",16.0,0.2,,1,5/18/2022
Malawi,"85,895",,"2,637 ",,"82,712",,546,67,"4,283",131,"579,375","28,890","20,054,276 ",Africa,233,"7,605",35.0,,,27,5/18/2022
Ivory Coast,"82,008",,799 ,,"81,185",,24,,"2,971",29,"1,511,932","54,781","27,599,717 ",Africa,337,"34,543",18.0,,,0.9,5/18/2022
French Guiana,"81,784",,397 ,,"11,254",,"70,133",1,"261,159","1,268","631,628","2,016,963","313,158 ",South America,4,789,0.0,,,"223,954",5/18/2022
Suriname,"80,240",,"1,339 ",,"49,466",,"29,435",,"134,526","2,245","236,652","396,758","596,464 ",South America,7,445,3.0,,,"49,349",5/18/2022
Barbados,"77,364",,434 ,,"72,495",,"4,435",,"268,594","1,507","673,670","2,338,864","288,033 ",North America,4,664,0.0,,,"15,398",5/18/2022
Channel Islands,"75,561",,174 ,,"74,803",,584,,"427,234",984,"1,252,808","7,083,574","176,861 ",Europe,2,"1,016",0.0,,,"3,302",5/18/2022
French Polynesia,"72,836",,649 ,,,,,7,"256,514","2,286",,,"283,946 ",Australia/Oceania,4,438,,,,"136,248",5/18/2022
Eswatini,"71,867",,"1,403 ",,"69,805",,659,11,"60,769","1,186","1,022,459","864,561","1,182,634 ",Africa,16,843,1.0,,,557,5/18/2022
Fiji,"64,812",,862 ,,"62,875",,"1,075",,"71,332",949,"520,560","572,928","908,596 ",Australia/Oceania,14,"1,054",2.0,,,"1,183",5/18/2022
Madagascar,"64,276",,"1,393 ",,"59,370",,"3,513",6,"2,215",48,"435,827","15,017","29,022,145 ",Africa,452,"20,834",67.0,,,121,5/18/2022
Guyana,"63,926",,"1,228 ",,"62,334",,364,,"80,547","1,547","613,139","772,554","793,652 ",South America,12,646,1.0,,,459,5/18/2022
Sudan,"62,195",,"4,936 ",,,,,,"1,359",108,"562,941","12,301","45,763,792 ",Africa,736,"9,271",81.0,,,370,5/18/2022
New Caledonia,"61,514",+452,312 ,,"60,620",+281,582,9,"211,656","1,074","98,964","340,513","290,632 ",Australia/Oceania,5,932,3.0,"1,555",,"2,003",5/18/2022
Bhutan,"59,574",,21 ,,"59,509",,44,,"75,649",27,"2,303,734","2,925,373","787,501 ",Asia,13,"37,500",0.0,,,56,5/18/2022
Mauritania,"58,909",,982 ,,"57,718",,209,,"12,076",201,"819,638","168,021","4,878,186 ",Africa,83,"4,968",6.0,,,43,5/18/2022
Belize,"58,135",,676 ,,"56,808",,651,6,"141,404","1,644","552,207","1,343,151","411,128 ",North America,7,608,1.0,,,"1,583",5/18/2022
Cabo Verde,"56,127",,401 ,,"55,640",,86,23,"98,940",707,"400,982","706,846","567,283 ",Africa,10,"1,415",1.0,,,152,5/18/2022
Syria,"55,872",,"3,150 ",,"52,542",,180,,"3,054",172,"146,269","7,995","18,295,637 ",Asia,327,"5,808",125.0,,,10,5/18/2022
Gabon,"47,608",,304 ,,"47,297",,7,,"20,486",131,"1,594,523","686,128","2,323,943 ",Africa,49,"7,645",1.0,,,3,5/18/2022
Papua New Guinea,"44,394",,651 ,,"43,722",,21,7,"4,792",70,"249,149","26,894","9,263,996 ",Australia/Oceania,209,"14,230",37.0,,,2,5/18/2022
Seychelles,"43,235",,167 ,,"42,553",,515,,"434,584","1,679",,,"99,486 ",Africa,2,596,,,,"5,177",5/18/2022
Curaçao,"43,017",,275 ,,"42,203",,539,3,"260,160","1,663","496,693","3,003,925","165,348 ",North America,4,601,0.0,,,"3,260",5/18/2022
Andorra,"42,156",,153 ,,"41,021",,982,14,"543,976","1,974","249,838","3,223,883","77,496 ",Europe,2,507,0.0,,,"12,672",5/18/2022
Burundi,"41,530",,38 ,,,,,,"3,308",3,"345,742","27,543","12,552,914 ",Africa,302,"330,340",36.0,,,"3,244",5/18/2022
Mauritius,"37,912",+11,996 ,,"36,255",,661,,"29,718",781,"358,675","281,156","1,275,716 ",Africa,34,"1,281",4.0,9,,518,5/18/2022
Mayotte,"37,523",,187 ,,"2,964",,"34,372",,"131,602",656,"176,919","620,498","285,124 ",Africa,8,"1,525",2.0,,,"120,551",5/18/2022
