Country,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop,Date
Togo,"37,026",,273 ,,"36,734",,19,,"4,285",32,"736,471","85,224","8,641,560 ",Africa,233,"31,654",12.0,,,2,5/18/2022
Guinea,"36,597",,442 ,,"36,113",,42,8,"2,652",32,"660,107","47,838","13,798,861 ",Africa,377,"31,219",21.0,,,3,5/18/2022
Aruba,"35,693",,213 ,,"35,199",,281,,"331,676","1,979","177,885","1,652,991","107,614 ",North America,3,505,1.0,,,"2,611",5/18/2022
Tanzania,"35,354",,840 ,,,,,7,562,13,,,"62,915,458 ",Africa,"1,780","74,899",,,,546,5/18/2022
Faeroe Islands,"34,658",,28 ,,"7,693",,"26,937",5,"704,288",569,"778,000","15,809,795","49,210 ",Europe,1,"1,758",0.0,,,"547,389",5/18/2022
Bahamas,"33,989",,801 ,,"32,526",,662,,"84,915","2,001","233,473","583,284","400,273 ",North America,12,500,2.0,,,"1,654",5/18/2022
Lesotho,"32,910",,697 ,,"24,155",,"8,058",,"15,138",321,"431,221","198,352","2,174,017 ",Africa,66,"3,119",5.0,,,"3,707",5/18/2022
Mali,"31,023",,734 ,,"30,116",,173,,"1,454",34,"676,767","31,711","21,341,413 ",Africa,688,"29,075",32.0,,,8,5/18/2022
Haiti,"30,725",,835 ,,"29,619",,271,,"2,635",72,"132,422","11,354","11,662,540 ",North America,380,"13,967",88.0,,,23,5/18/2022
Isle of Man,"28,416",,105 ,,"26,794",,"1,517",,"330,900","1,223","150,753","1,755,493","85,875 ",Europe,3,818,1.0,,,"17,665",5/18/2022
Benin,"26,952",,163 ,,"25,506",,"1,283",5,"2,119",13,"604,310","47,520","12,716,952 ",Africa,472,"78,018",21.0,,,101,5/18/2022
Somalia,"26,518",,"1,350 ",,"13,182",,"11,986",,"1,586",81,"400,466","23,948","16,722,292 ",Africa,631,"12,387",42.0,,,717,5/18/2022
Saint Lucia,"24,514",,368 ,,"23,435",,711,1,"132,367","1,987","143,281","773,668","185,197 ",North America,8,503,1.0,,,"3,839",5/18/2022
Congo,"24,079",,385 ,,"20,178",,"3,516",,"4,172",67,"347,815","60,258","5,772,066 ",Africa,240,"14,992",17.0,,,609,5/18/2022
Cayman Islands,"23,578",,28 ,,"8,553",,"14,997",1,"351,041",417,"222,773","3,316,753","67,166 ",North America,3,"2,399",0.0,,,"223,283",5/18/2022
Timor-Leste,"22,890",,131 ,,"22,748",,11,,"16,764",96,"265,125","194,172","1,365,410 ",Asia,60,"10,423",5.0,,,8,5/18/2022
Burkina Faso,"20,853",,382 ,,"20,439",,32,,949,17,"248,995","11,331","21,975,012 ",Africa,"1,054","57,526",88.0,,,1,5/18/2022
Nicaragua,"18,491",,225 ,,"4,225",,"14,041",,"2,731",33,,,"6,771,984 ",North America,366,"30,098",,,,"2,073",5/18/2022
Solomon Islands,"18,174",,146 ,,"16,357",,"1,671",2,"25,299",203,"5,117","7,123","718,382 ",Australia/Oceania,40,"4,920",140.0,,,"2,326",5/18/2022
Gibraltar,"18,129",,102 ,,"16,579",,"1,448",,"538,400","3,029","534,283","15,867,278","33,672 ",Europe,2,330,0.0,,,"43,003",5/18/2022
South Sudan,"17,550",,138 ,,"13,514",,"3,898",1,"1,534",12,"392,400","34,303","11,439,211 ",Africa,652,"82,893",29.0,,,341,5/18/2022
Tajikistan,"17,388",,124 ,,"17,264",,0,,"1,750",12,,,"9,938,253 ",Asia,572,"80,147",,,,,5/18/2022
Liechtenstein,"17,376",+15,84 ,,"17,232",+5,60,,"453,291","2,191","102,174","2,665,432","38,333 ",Europe,2,456,0.0,391,,"1,565",5/18/2022
San Marino,"16,852",,115 ,,"16,454",,283,4,"494,716","3,376","152,231","4,468,970","34,064 ",Europe,2,296,0.0,,,"8,308",5/18/2022
Grenada,"16,784",,221 ,,"14,878",,"1,685",4,"147,879","1,947","159,562","1,405,857","113,498 ",North America,7,514,1.0,,,"14,846",5/18/2022
Equatorial Guinea,"15,910",,183 ,,"15,701",,26,5,"10,684",123,"317,211","213,014","1,489,158 ",Africa,94,"8,137",5.0,,,17,5/18/2022
Djibouti,"15,631",,189 ,,"15,427",,15,,"15,402",186,"305,941","301,457","1,014,874 ",Africa,65,"5,370",3.0,,,15,5/18/2022
CAR,"14,649",,113 ,,"6,859",,"7,677",2,"2,938",23,"81,294","16,302","4,986,825 ",Africa,340,"44,131",61.0,,,"1,539",5/18/2022
Bermuda,"14,135",,135 ,,"13,664",,336,,"228,544","2,183","893,980","14,454,469","61,848 ",North America,4,458,0.0,,,"5,433",5/18/2022
Dominica,"13,116",,63 ,,"12,465",,588,,"181,361",871,"196,777","2,720,921","72,320 ",North America,6,"1,148",0.0,,,"8,131",5/18/2022
Samoa,"12,051",,24 ,,"1,605",,"10,422",4,"59,991",119,"93,905","467,468","200,880 ",Australia/Oceania,17,"8,370",2.0,,,"51,882",5/18/2022
Monaco,"12,035",,54 ,,"11,922",,59,4,"302,676","1,358","54,960","1,382,224","39,762 ",Europe,3,736,1.0,,,"1,484",5/18/2022
Gambia,"11,999",,365 ,,"11,591",,43,,"4,717",143,"155,686","61,207","2,543,612 ",Africa,212,"6,969",16.0,,,17,5/18/2022
Greenland,"11,971",,21 ,,"2,761",,"9,189",4,"210,187",369,"164,926","2,895,776","56,954 ",North America,5,"2,712",0.0,,,"161,341",5/18/2022
Yemen,"11,819",,"2,149 ",,"9,009",,661,23,381,69,"265,253","8,542","31,054,411 ",Asia,"2,627","14,451",117.0,,,21,5/18/2022
Tonga,"11,394",+46,11 ,,"10,693",+179,690,,"105,563",102,"535,009","4,956,724","107,936 ",Australia/Oceania,9,"9,812",0.0,426,,"6,393",5/18/2022
Saint Martin,"10,602",,63 ,,"1,399",,"9,140",7,"265,721","1,579","112,382","2,816,662","39,899 ",North America,4,633,0.0,,,"229,078",5/18/2022
Sint Maarten,"10,189",,86 ,,"10,068",,35,10,"232,700","1,964","62,056","1,417,257","43,786 ",North America,4,509,1.0,,,799,5/18/2022
Caribbean Netherlands,"9,986",,35 ,,"9,886",,65,,"374,302","1,312","30,126","1,129,203","26,679 ",North America,3,762,1.0,,,"2,436",5/18/2022
Eritrea,"9,751",,103 ,,"9,633",,15,,"2,680",28,"23,693","6,512","3,638,231 ",Africa,373,"35,323",154.0,,,4,5/18/2022
Niger,"9,013",,310 ,,"8,579",,124,1,349,12,"253,043","9,791","25,844,698 ",Africa,"2,867","83,370",102.0,,,5,5/18/2022
Vanuatu,"8,651",+143,14 ,,"8,240",+44,397,,"26,987",44,"24,976","77,912","320,567 ",Australia/Oceania,37,"22,898",13.0,446,,"1,238",5/18/2022
Guinea-Bissau,"8,222",,171 ,,"8,010",,41,6,"4,001",83,"136,655","66,499","2,054,981 ",Africa,250,"12,017",15.0,,,20,5/18/2022
Comoros,"8,100",,160 ,,"7,933",,7,,"8,958",177,,,"904,243 ",Africa,112,"5,652",,,,8,5/18/2022
Antigua and Barbuda,"7,795",,137 ,,"7,536",,122,1,"78,384","1,378","18,901","190,063","99,446 ",North America,13,726,5.0,,,"1,227",5/18/2022
Sierra Leone,"7,682",,125 ,,,,,,928,15,"259,958","31,395","8,280,360 ",Africa,"1,078","66,243",32.0,,,331,5/18/2022
Liberia,"7,452",,294 ,,"5,747",,"1,411",2,"1,411",56,"139,824","26,482","5,279,976 ",Africa,709,"17,959",38.0,,,267,5/18/2022
Chad,"7,415",,193 ,,"4,874",,"2,348",,428,11,"191,341","11,056","17,307,139 ",Africa,"2,334","89,674",90.0,,,136,5/18/2022
St. Vincent Grenadines,"6,801",,106 ,,"6,641",,54,,"60,941",950,"99,138","888,341","111,599 ",North America,16,"1,053",1.0,,,484,5/18/2022
British Virgin Islands,"6,573",,62 ,,,,,1,"214,755","2,026","103,637","3,386,055","30,607 ",North America,5,494,0.0,,,"5,064",5/18/2022
Turks and Caicos,"6,046",,36 ,,"5,963",,47,4,"152,304",907,"505,354","12,730,282","39,697 ",North America,7,"1,103",0.0,,,"1,184",5/18/2022
Sao Tome and Principe,"5,973",,73 ,,"5,897",,3,,"26,339",322,"29,036","128,041","226,771 ",Africa,38,"3,106",8.0,,,13,5/18/2022
Saint Kitts and Nevis,"5,622",,43 ,,"5,556",,23,,"104,298",798,"70,707","1,311,745","53,903 ",North America,10,"1,254",1.0,,,427,5/18/2022
Cook Islands,"5,443",,1  ,,"5,341",,101,,"309,367",57,"17,641","1,002,671","17,594 ",Australia/Oceania,3,"17,594",1.0,,,"5,741",5/18/2022
Palau,"4,936",,6 ,,"4,200",,730,1,"270,392",329,"50,415","2,761,709","18,255 ",Australia/Oceania,4,"3,043",0.0,,,"39,989",5/18/2022
St. Barth,"4,611",,6 ,,,,,,"464,210",604,"78,646","7,917,648","9,933 ",North America,2,"1,656",0.0,,,"417,095",5/18/2022
Anguilla,"3,116",,9 ,,"3,042",,65,4,"204,288",590,"51,382","3,368,649","15,253 ",North America,5,"1,695",0.0,,,"4,261",5/18/2022
Kiribati,"3,098",+4,13 ,,"2,602",,483,3,"25,212",106,,,"122,877 ",Australia/Oceania,40,"9,452",,33,,"3,931",5/18/2022
Saint Pierre Miquelon,"2,739",,1 ,,"2,449",,289,1,"477,095",174,"23,687","4,125,936","5,741 ",North America,2,"5,741",0.0,,,"50,340",5/18/2022
Falkland Islands,"1,126",, ,,,,,,"306,896",,"8,632","2,352,685","3,669 ",South America,3,,0.0,,,"273,099",5/18/2022
Montserrat,794,,4 ,,428,,362,,"158,864",800,"11,238","2,248,499","4,998 ",North America,6,"1,250",0.0,,,"72,429",5/18/2022
Diamond Princess,712,,13 ,,699,,0,,,,,, ,,,,,,,,5/18/2022
Wallis and Futuna,454,,7 ,,438,,9,,"41,762",644,"20,508","1,886,487","10,871 ",Australia/Oceania,24,"1,553",1.0,,,828,5/18/2022
Macao,82,, ,,82,,0,,123,,"5,375","8,072","665,892 ",Asia,"8,121",,124.0,,,,5/18/2022
Vatican City,29,, ,,29,,0,,"36,025",,,,805 ,Europe,28,,,,,,5/18/2022
Marshall Islands,17,, ,,14,,3,,284,,,,"59,937 ",Australia/Oceania,"3,526",,,,,50,5/18/2022
Western Sahara,10,,1 ,,9,,0,,16,2,,,"624,802 ",Africa,"62,480","624,802",,,,,5/18/2022
MS Zaandam,9,,2 ,,7,,0,,,,,, ,,,,,,,,5/18/2022
Niue,9,, ,,9,,0,,"5,464",,,,"1,647 ",Australia/Oceania,183,,,,,,5/18/2022
Nauru,8,, ,,5,,3,,731,,,,"10,951 ",Australia/Oceania,"1,369",,,,,274,5/18/2022
Micronesia,7,, ,,1,,6,,60,,,,"117,278 ",Australia/Oceania,"16,754",,,,,51,5/18/2022
Saint Helena,2,, ,,2,,0,,327,,,,"6,111 ",Africa,"3,056",,,,,,5/18/2022
China,"222,370",+240,"5,217 ",3.0,"211,948",+391,"5,205",301,154,4,"160,000,000","111,163","1,439,323,776 ",Asia,"6,473","275,891",9.0,0.2,,4,5/18/2022
