Country,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop,Date
Colombia,"6,095,316",,"139,821 ",,"5,928,829",,"26,666",342,"117,459","2,694","34,675,581","668,214","51,892,950 ",South America,9,371,1.0,,,514,5/15/2022
Indonesia,"6,050,776",+257,"156,458 ",5.0,"5,889,534",+293,"4,784","2,771","21,694",561,"97,245,391","348,662","278,910,317 ",Asia,46,"1,783",3.0,0.9,0.02,17,5/15/2022
Poland,"6,003,436",+139,"116,207 ",,"5,335,112",+12,"552,117",981,"158,950","3,077","36,224,215","959,088","37,769,420 ",Europe,6,325,1.0,4,,"14,618",5/15/2022
Mexico,"5,745,652",,"324,465 ",,"5,044,893",,"376,294","4,798","43,708","2,468","15,855,490","120,615","131,455,607 ",North America,23,405,8.0,,,"2,863",5/15/2022
Ukraine,"5,006,460",,"108,449 ",,,,,177,"115,771","2,508","19,521,252","451,415","43,244,553 ",Europe,9,399,2.0,,,"19,424",5/15/2022
Malaysia,"4,475,873",,"35,612 ",,"4,409,159",,"31,102",47,"135,067","1,075","59,274,648","1,788,706","33,138,284 ",Asia,7,931,1.0,,,939,5/15/2022
Thailand,"4,373,846","+6,094","29,475 ",51.0,"4,273,599","+8,601","70,772","1,496","62,371",420,"17,270,775","246,281","70,126,166 ",Asia,16,"2,379",4.0,87,0.7,"1,009",5/15/2022
Austria,"4,212,492","+3,335","18,303 ",,"4,135,885","+4,886","58,304",58,"462,804","2,011","185,034,905","20,328,801","9,102,106 ",Europe,2,497,0.0,366,,"6,406",5/15/2022
Belgium,"4,116,397",,"31,613 ",,"3,941,350","+6,222","143,434",117,"352,324","2,706","33,846,023","2,896,893","11,683,561 ",Europe,3,370,0.0,,,"12,277",5/15/2022
Israel,"4,105,369",,"10,749 ",,"4,077,746",,"16,874",150,"440,207","1,153","41,373,364","4,436,346","9,326,000 ",Asia,2,868,0.0,,,"1,809",5/15/2022
Portugal,"4,066,674",,"22,583 ",,,,,61,"400,999","2,227","41,903,714","4,131,968","10,141,346 ",Europe,2,449,0.0,,,"115,164",5/15/2022
Czechia,"3,915,847",+143,"40,245 ",,"3,871,654","+1,154","3,948",14,"364,401","3,745","55,323,981","5,148,342","10,745,981 ",Europe,3,267,0.0,13,,367,5/15/2022
South Africa,"3,887,449",,"100,753 ",,"3,708,347",,"78,349",192,"64,042","1,660","24,841,314","409,239","60,701,292 ",Africa,16,602,2.0,,,"1,291",5/15/2022
Canada,"3,821,346",,"40,228 ",,"3,499,564",,"281,554",423,"99,622","1,049","61,436,458","1,601,640","38,358,465 ",North America,10,954,1.0,,,"7,340",5/15/2022
Philippines,"3,687,922",,"60,455 ",,"3,624,459",,"3,008",289,"32,841",538,"29,827,732","265,614","112,297,269 ",Asia,30,"1,858",4.0,,,27,5/15/2022
Switzerland,"3,631,881",,"13,882 ",,"3,551,493","+5,604","66,506",78,"414,008","1,582","20,927,607","2,385,592","8,772,500 ",Europe,2,632,0.0,,,"7,581",5/15/2022
Chile,"3,600,896",,"57,714 ",,"3,464,708",,"78,474",163,"185,405","2,972","37,637,293","1,937,888","19,421,812 ",South America,5,337,1.0,,,"4,041",5/15/2022
Peru,"3,571,919",,"213,023 ",,,,,248,"105,593","6,297","30,226,868","893,567","33,827,210 ",South America,9,159,1.0,,,"48,429",5/15/2022
Greece,"3,389,306",,"29,536 ",,"3,301,767",,"58,003",173,"328,159","2,860","81,185,725","7,860,546","10,328,255 ",Europe,3,350,0.0,,,"5,616",5/15/2022
Denmark,"2,976,667",+452,"6,287 ",2.0,"2,960,386",+617,"9,994",12,"510,561","1,078","127,345,763","21,842,472","5,830,190 ",Europe,2,927,0.0,78,0.3,"1,714",5/15/2022
Romania,"2,903,072",+282,"65,612 ",6.0,,,,138,"152,803","3,453","22,954,921","1,208,233","18,998,751 ",Europe,7,290,1.0,15,0.3,"12,148",5/15/2022
Sweden,"2,504,894",,"18,864 ",,"2,477,725","+1,214","8,305",9,"245,180","1,846","18,553,837","1,816,057","10,216,549 ",Europe,4,542,1.0,,,813,5/15/2022
Iraq,"2,326,458",+102,"25,216 ",,"2,299,985",+102,"1,257",10,"55,520",602,"18,529,376","442,197","41,902,979 ",Asia,18,"1,662",2.0,2,,30,5/15/2022
Serbia,"2,012,597",,"16,046 ",,"1,987,289",,"9,262",15,"232,084","1,850","9,592,417","1,106,157","8,671,838 ",Europe,4,540,1.0,,,"1,068",5/15/2022
Bangladesh,"1,953,012",+33,"29,127 ",,"1,899,419",+269,"24,466","1,273","11,643",174,"14,051,455","83,767","167,745,162 ",Asia,86,"5,759",12.0,0.2,,146,5/15/2022
Hungary,"1,909,948",,"46,343 ",,"1,821,435",,"42,170",29,"198,649","4,820","11,394,556","1,185,122","9,614,673 ",Europe,5,207,1.0,,,"4,386",5/15/2022
Slovakia,"1,787,093",+179,"20,041 ",13.0,"1,761,664",+727,"5,388",30,"327,033","3,667","7,127,129","1,304,244","5,464,567 ",Europe,3,273,1.0,33,2.0,986,5/15/2022
Jordan,"1,694,216",,"14,048 ",,"1,678,941",,"1,227",124,"163,034","1,352","16,670,254","1,604,177","10,391,780 ",Asia,6,740,1.0,,,118,5/15/2022
Georgia,"1,655,221",,"16,811 ",,"1,637,293",,"1,117",,"416,417","4,229","16,920,079","4,256,722","3,974,908 ",Asia,2,236,0.0,,,281,5/15/2022
Ireland,"1,535,451",,"7,203 ",,"1,499,879","+1,933","28,369",28,"304,622","1,429","12,144,747","2,409,429","5,040,509 ",Europe,3,700,0.0,,,"5,628",5/15/2022
Pakistan,"1,529,249",+84,"30,376 ",,"1,494,141",,"4,732",109,"6,681",133,"28,350,449","123,867","228,878,790 ",Asia,150,"7,535",8.0,0.4,,21,5/15/2022
Norway,"1,429,717",,"3,061 ",,,,,20,"259,940",557,"11,002,430","2,000,372","5,500,191 ",Europe,4,"1,797",0.0,,,"243,210",5/15/2022
Kazakhstan,"1,305,636",,"13,661 ",,"1,291,669",,306,24,"68,020",712,"11,575,012","603,023","19,194,987 ",Asia,15,"1,405",2.0,,,16,5/15/2022
Singapore,"1,240,233",,"1,362 ",,"1,162,140",,"76,731",8,"208,933",229,"23,767,171","4,003,881","5,936,034 ",Asia,5,"4,358",0.0,,,"12,926",5/15/2022
Hong Kong,"1,208,506",+259,"9,361 ",1.0,,,,5,"158,800","1,230","44,972,952","5,909,516","7,610,260 ",Asia,6,813,0.0,34,0.1,"155,831",5/15/2022
Morocco,"1,165,706",,"16,071 ",,"1,149,015",,620,293,"30,900",426,"11,237,010","297,864","37,725,337 ",Africa,32,"2,347",3.0,,,16,5/15/2022
Bulgaria,"1,161,504",,"37,045 ",,"1,014,302",,"110,157",54,"169,536","5,407","9,924,259","1,448,573","6,851,060 ",Europe,6,185,1.0,,,"16,079",5/15/2022
Croatia,"1,131,450",+345,"15,930 ",5.0,"1,111,405",+628,"4,115",15,"278,811","3,925","4,838,151","1,192,212","4,058,130 ",Europe,4,255,1.0,85,1.0,"1,014",5/15/2022
Cuba,"1,104,589",+93,"8,529 ",,"1,095,534",+92,526,23,"97,633",754,"12,920,253","1,141,997","11,313,741 ",North America,10,"1,327",1.0,8,,46,5/15/2022
Lebanon,"1,097,956",,"10,407 ",,"1,084,853",,"2,696",186,"162,215","1,538","4,795,578","708,511","6,768,532 ",Asia,6,650,1.0,,,398,5/15/2022
Finland,"1,069,740",,"4,284 ",,,,,21,"192,512",771,"10,832,080","1,949,355","5,556,750 ",Europe,5,"1,297",1.0,,,"183,463",5/15/2022
Lithuania,"1,060,619",+25,"9,127 ",,"1,032,609",+129,"18,883",11,"399,994","3,442","9,954,903","3,754,317","2,651,588 ",Europe,3,291,0.0,9,,"7,121",5/15/2022
New Zealand,"1,043,683","+5,828",923 ,14.0,"989,005","+5,719","53,755",,"208,649",185,"7,127,584","1,424,918","5,002,100 ",Australia/Oceania,5,"5,419",1.0,"1,165",3.0,"10,746",5/15/2022
Tunisia,"1,041,197",,"28,575 ",,,,,29,"86,414","2,372","4,592,916","381,189","12,048,936 ",Africa,12,422,3.0,,,"-1,173.05",5/15/2022
Slovenia,"1,019,468",,"6,622 ",,"1,003,559",,"9,287",9,"490,254","3,184","2,656,926","1,277,694","2,079,470 ",Europe,2,314,1.0,,,"4,466",5/15/2022
Belarus,"982,867",,"6,978 ",,,,,,"104,078",739,"13,220,483","1,399,951","9,443,535 ",Europe,10,"1,353",1.0,,,"5,014",5/15/2022
Nepal,"978,998",+7,"11,952 ",,"966,904",+15,142,,"32,511",397,"5,669,140","188,264","30,112,649 ",Asia,31,"2,519",5.0,0.2,,5,5/15/2022
Bolivia,"906,146",+63,"21,943 ",,"863,665",+231,"20,538",220,"75,704","1,833","2,705,422","226,025","11,969,554 ",South America,13,545,4.0,5,,"1,716",5/15/2022
Uruguay,"902,540",,"7,213 ",,"892,434",,"2,893",18,"258,152","2,063","6,114,822","1,749,015","3,496,151 ",South America,4,485,1.0,,,827,5/15/2022
UAE,"902,484",+323,"2,302 ",,"886,128",+303,"14,054",,"89,240",228,"159,103,283","15,732,628","10,112,950 ",Asia,11,"4,393",0.0,32,,"1,390",5/15/2022
Ecuador,"872,268",,"35,607 ",,,,,759,"48,080","1,963","2,470,170","136,158","18,141,962 ",South America,21,510,7.0,,,"21,650",5/15/2022
Costa Rica,"866,164",,"8,444 ",,"841,683",,"16,037",48,"167,189","1,630","4,401,922","849,668","5,180,753 ",North America,6,614,1.0,,,"3,095",5/15/2022
Guatemala,"851,877",,"17,792 ",,"831,794",,"2,291",5,"45,966",960,"4,543,522","245,163","18,532,670 ",North America,22,"1,042",4.0,,,124,5/15/2022
Latvia,"825,699",,"5,798 ",,"816,253",,"3,648",6,"446,957","3,139","7,217,715","3,907,005","1,847,378 ",Europe,2,319,0.0,,,"1,975",5/15/2022
Panama,"806,277",,"8,203 ",,"773,421",,"24,653",16,"181,543","1,847","6,019,923","1,355,456","4,441,253 ",North America,6,541,1.0,,,"5,551",5/15/2022
Azerbaijan,"792,638",,"9,709 ",,"782,869",,60,,"76,885",942,"6,838,458","663,324","10,309,383 ",Asia,13,"1,062",2.0,,,6,5/15/2022
Taiwan,"768,543","+68,769","1,068 ",19.0,"60,634","+14,491","706,841",,"32,161",45,"16,207,475","678,221","23,897,056 ",Asia,31,"22,376",1.0,"2,878",0.8,"29,579",5/15/2022
Saudi Arabia,"759,226",+431,"9,116 ",2.0,"743,921",+349,"6,189",61,"21,194",254,"42,144,668","1,176,452","35,823,522 ",Asia,47,"3,930",1.0,12,0.06,173,5/15/2022
Sri Lanka,"663,663",,"16,511 ",,"646,158",,994,,"30,753",765,"6,486,117","300,555","21,580,463 ",Asia,33,"1,307",3.0,,,46,5/15/2022
Paraguay,"649,718",,"18,872 ",,"624,673",,"6,173",2,"89,055","2,587","2,633,737","360,998","7,295,705 ",South America,11,387,3.0,,,846,5/15/2022
Kuwait,"632,074",,"2,555 ",,"629,114",,405,3,"144,040",582,"8,071,763","1,839,430","4,388,186 ",Asia,7,"1,717",1.0,,,92,5/15/2022
Myanmar,"613,136",,"19,434 ",,"592,081",,"1,621",,"11,130",353,"8,076,723","146,612","55,089,133 ",Asia,90,"2,835",7.0,,,29,5/15/2022
Palestine,"582,119",,"5,353 ",,"576,684",,82,17,"109,376","1,006","3,078,533","578,432","5,322,203 ",Asia,9,994,2.0,,,15,5/15/2022
Dominican Republic,"580,412",,"4,376 ",,"575,583",,453,1,"52,524",396,"3,305,829","299,156","11,050,510 ",North America,19,"2,525",3.0,,,41,5/15/2022
Bahrain,"576,997",,"1,479 ",,"569,758",,"5,760",4,"318,491",816,"9,775,981","5,396,149","1,811,659 ",Asia,3,"1,225",0.0,,,"3,179",5/15/2022
Estonia,"573,922",,"2,556 ",,"514,836",,"56,530",3,"432,106","1,924","3,345,340","2,518,710","1,328,196 ",Europe,2,520,0.0,,,"42,561",5/15/2022
Venezuela,"522,921",,"5,711 ",,"516,170",,"1,040",230,"18,487",202,"3,359,014","118,752","28,285,909 ",South America,54,"4,953",8.0,,,37,5/15/2022
Moldova,"516,986",,"11,489 ",,"504,142",,"1,355",49,"128,715","2,860","3,216,305","800,772","4,016,504 ",Europe,8,350,1.0,,,337,5/15/2022
Egypt,"515,645",,"24,613 ",,"442,182",,"48,850",122,"4,868",232,"3,693,367","34,867","105,928,386 ",Africa,205,"4,304",29.0,,,461,5/15/2022
Libya,"501,904",,"6,430 ",,"490,973",,"4,501",101,"71,240",913,"2,477,219","351,613","7,045,301 ",Africa,14,"1,096",3.0,,,639,5/15/2022
Cyprus,"477,711",,"1,032 ",,"124,370",,"352,309",60,"390,374",843,"9,477,138","7,744,481","1,223,728 ",Asia,3,"1,186",0.0,,,"287,898",5/15/2022
Ethiopia,"470,937",,"7,510 ",,"455,757",,"7,670",8,"3,916",62,"4,836,364","40,214","120,265,111 ",Africa,255,"16,014",25.0,,,64,5/15/2022
Mongolia,"469,885",,"2,179 ",,"313,256",,"154,450",192,"139,159",645,"4,030,048","1,193,522","3,376,601 ",Asia,7,"1,550",1.0,,,"45,741",5/15/2022
Honduras,"424,390",,"10,896 ",,"132,358",,"281,136",105,"41,615","1,068","1,365,056","133,856","10,197,959 ",North America,24,936,7.0,,,"27,568",5/15/2022
Armenia,"422,896",,"8,623 ",,"412,048",,"2,225",,"142,219","2,900","3,068,217","1,031,834","2,973,558 ",Asia,7,345,1.0,,,748,5/15/2022
Réunion,"405,980",,762 ,,"395,430",,"9,788",10,"447,503",840,"1,603,660","1,767,679","907,212 ",Africa,2,"1,191",1.0,,,"10,789",5/15/2022
Oman,"389,408",+11,"4,260 ",1.0,"384,592",+49,556,2,"72,808",796,"25,000,000","4,674,286","5,348,410 ",Asia,14,"1,255",0.0,2,0.2,104,5/15/2022
Bosnia and Herzegovina,"377,511",,"15,778 ",,,,,,"116,414","4,866","1,767,199","544,957","3,242,823 ",Europe,9,206,2.0,,,"52,274",5/15/2022
Qatar,"366,179",+145,677 ,,"364,474",+142,"1,028",1,"130,415",241,"3,487,616","1,242,115","2,807,805 ",Asia,8,"4,147",1.0,52,,366,5/15/2022
Kenya,"324,011",,"5,649 ",,"318,130",,232,2,"5,788",101,"3,630,986","64,866","55,976,553 ",Africa,173,"9,909",15.0,,,4,5/15/2022
Zambia,"320,591",,"3,983 ",,"315,997",,611,,"16,575",206,"3,452,554","178,497","19,342,381 ",Africa,60,"4,856",6.0,,,32,5/15/2022
North Macedonia,"310,684",,"9,289 ",,"300,761",,634,,"149,137","4,459","2,034,606","976,666","2,083,215 ",Europe,7,224,1.0,,,304,5/15/2022
Botswana,"306,324",,"2,690 ",,"303,026",,608,1,"125,541","1,102","2,026,898","830,683","2,440,037 ",Africa,8,907,1.0,,,249,5/15/2022
Albania,"275,574",,"3,497 ",,"271,826",,251,2,"95,954","1,218","1,817,530","632,857","2,871,945 ",Europe,10,821,2.0,,,87,5/15/2022
Algeria,"265,816",,"6,875 ",,"178,371",,"80,570",6,"5,865",152,"230,861","5,093","45,325,517 ",Africa,171,"6,593",196.0,,,"1,778",5/15/2022
Nigeria,"255,859",,"3,143 ",,"249,943",,"2,773",11,"1,186",15,"5,114,703","23,717","215,651,424 ",Africa,843,"68,613",42.0,,,13,5/15/2022
Zimbabwe,"249,206",,"5,482 ",,"242,417",,"1,307",12,"16,324",359,"2,287,793","149,863","15,265,849 ",Africa,61,"2,785",7.0,,,86,5/15/2022
Luxembourg,"244,182",,"1,073 ",,"235,939",,"7,170",,"378,610","1,664","4,248,188","6,586,920","644,943 ",Europe,3,601,0.0,,,"11,117",5/15/2022
Uzbekistan,"238,802",+14,"1,637 ",,"236,974",+28,191,23,"6,947",48,"1,377,915","40,088","34,372,515 ",Asia,144,"20,997",25.0,0.4,,6,5/15/2022
Montenegro,"236,212",,"2,718 ",,"232,885",,609,6,"376,006","4,327","2,465,201","3,924,142","628,214 ",Europe,3,231,0.0,,,969,5/15/2022
Mozambique,"225,493",,"2,201 ",,"223,190",,102,13,"6,857",67,"1,319,772","40,132","32,885,526 ",Africa,146,"14,941",25.0,,,3,5/15/2022
Laos,"209,386",,754 ,,,,,,"28,022",101,"1,232,128","164,896","7,472,169 ",Asia,36,"9,910",6.0,,,"26,896",5/15/2022
Kyrgyzstan,"200,993",,"2,991 ",,"196,406",,"1,596",131,"29,889",445,"1,907,195","283,613","6,724,638 ",Asia,33,"2,248",4.0,,,237,5/15/2022
Iceland,"186,545",,120 ,,,,,,"540,134",347,"2,264,004","6,555,338","345,368 ",Europe,2,"2,878",0.0,,,"320,643",5/15/2022
Maldives,"179,483",,298 ,,"163,687",,"15,498",25,"321,497",534,"2,213,831","3,965,506","558,272 ",Asia,3,"1,873",0.0,,,"27,761",5/15/2022
Afghanistan,"179,267",+24,"7,690 ",,"162,202",+47,"9,375","1,124","4,420",190,"951,337","23,455","40,560,636 ",Asia,226,"5,274",43.0,0.6,,231,5/15/2022
Uganda,"164,069",,"3,596 ",,"100,205",,"60,268",2,"3,388",74,"2,612,795","53,950","48,429,823 ",Africa,295,"13,468",19.0,,,"1,244",5/15/2022
El Salvador,"162,089",,"4,129 ",,"150,662",,"7,298",8,"24,757",631,"1,950,448","297,908","6,547,158 ",North America,40,"1,586",3.0,,,"1,115",5/15/2022
Ghana,"161,280",,"1,445 ",,"159,788",,47,1,"4,996",45,"2,442,206","75,655","32,280,617 ",Africa,200,"22,340",13.0,,,1,5/15/2022
Namibia,"160,074",,"4,028 ",,"153,662",,"2,384",,"60,944","1,534","1,018,783","387,873","2,626,590 ",Africa,16,652,3.0,,,908,5/15/2022
Trinidad and Tobago,"154,643",,"3,871 ",,"141,354",,"9,418",18,"109,837","2,749","726,218","515,806","1,407,928 ",North America,9,364,2.0,,,"6,689",5/15/2022
Martinique,"153,253",,926 ,,104,,"152,223",8,"408,977","2,471","828,928","2,212,109","374,723 ",North America,2,405,0.0,,,"406,228",5/15/2022
Brunei ,"144,659",+248,220 ,,"142,788",+261,"1,651",,"324,871",494,"717,784","1,611,980","445,281 ",Asia,3,"2,024",1.0,557,,"3,708",5/15/2022
Guadeloupe,"140,130",,854 ,,"2,250",,"137,026",19,"350,105","2,134","938,039","2,343,627","400,251 ",North America,3,469,0.0,,,"342,350",5/15/2022
Cambodia,"136,262",,"3,056 ",,"133,194",+5,12,,"7,945",178,"2,961,934","172,709","17,149,867 ",Asia,126,"5,612",6.0,,,0.7,5/15/2022
Jamaica,"131,980",,"2,995 ",,"84,883",,"44,102",,"44,211","1,003","1,031,235","345,445","2,985,238 ",North America,23,997,3.0,,,"14,773",5/15/2022
Rwanda,"129,907",,"1,459 ",,"45,522",,"82,926",,"9,587",108,"5,343,203","394,334","13,549,956 ",Africa,104,"9,287",3.0,,,"6,120",5/15/2022
Cameroon,"119,780",,"1,927 ",,"117,791",,62,13,"4,312",69,"1,751,774","63,068","27,776,053 ",Africa,232,"14,414",16.0,,,2,5/15/2022
Angola,"99,194",,"1,900 ",,"97,149",,145,,"2,853",55,"1,499,795","43,136","34,769,277 ",Africa,351,"18,300",23.0,,,4,5/15/2022
Malta,"93,508",+62,713 ,,"90,076",+124,"2,719",4,"210,730","1,607","1,904,970","4,293,055","443,733 ",Europe,5,622,0.0,140,,"6,128",5/15/2022
DRC,"87,023",,"1,337 ",,"50,930",,"34,756",,920,14,"846,704","8,948","94,629,737 ",Africa,"1,087","70,778",112.0,,,367,5/15/2022
Senegal,"86,039",+4,"1,966 ",,"84,059",+4,14,,"4,898",112,"1,081,824","61,589","17,565,349 ",Africa,204,"8,935",16.0,0.2,,0.8,5/15/2022
Malawi,"85,887",,"2,636 ",,"82,703",,548,67,"4,284",131,"578,807","28,868","20,050,211 ",Africa,233,"7,606",35.0,,,27,5/15/2022
Ivory Coast,"81,989",,799 ,,"81,168",,22,,"2,971",29,"1,509,861","54,716","27,594,347 ",Africa,337,"34,536",18.0,,,0.8,5/15/2022
French Guiana,"81,784",,397 ,,"11,254",,"70,133",1,"261,212","1,268","631,628","2,017,375","313,094 ",South America,4,789,0.0,,,"224,000",5/15/2022
Suriname,"80,008",,"1,337 ",,"49,455",,"29,216",,"134,147","2,242","236,268","396,143","596,421 ",South America,7,446,3.0,,,"48,986",5/15/2022
Barbados,"76,261",,433 ,,"71,497",,"4,331",,"264,768","1,503","669,421","2,324,136","288,030 ",North America,4,665,0.0,,,"15,037",5/15/2022
Channel Islands,"75,275",,173 ,,"74,574",,528,,"425,648",978,"1,252,808","7,084,095","176,848 ",Europe,2,"1,022",0.0,,,"2,986",5/15/2022
French Polynesia,"72,821",,649 ,,,,,7,"256,473","2,286",,,"283,932 ",Australia/Oceania,4,437,,,,"136,202",5/15/2022
Eswatini,"71,698",,"1,402 ",,"69,549",,747,11,"60,631","1,186","1,021,394","863,732","1,182,536 ",Africa,16,843,1.0,,,632,5/15/2022
Fiji,"64,773",,862 ,,"62,875",,"1,036",,"71,293",949,"517,703","569,817","908,543 ",Australia/Oceania,14,"1,054",2.0,,,"1,140",5/15/2022
Madagascar,"64,236",,"1,393 ",,"59,370",,"3,473",14,"2,214",48,"430,995","14,854","29,016,291 ",Africa,452,"20,830",67.0,,,120,5/15/2022
Guyana,"63,804",,"1,228 ",,"62,301",,275,,"80,396","1,547","610,906","769,770","793,621 ",South America,12,646,1.0,,,347,5/15/2022
Sudan,"62,161",,"4,936 ",,,,,,"1,359",108,"562,941","12,303","45,755,378 ",Africa,736,"9,270",81.0,,,369,5/15/2022
New Caledonia,"61,049",,312 ,,"60,339",,398,9,"210,072","1,074","98,964","340,539","290,610 ",Australia/Oceania,5,931,3.0,,,"1,370",5/15/2022
Bhutan,"59,570",+4,21 ,,"59,491",+15,58,,"75,651",27,"2,303,690","2,925,573","787,432 ",Asia,13,"37,497",0.0,5,,74,5/15/2022
Mauritania,"58,840",,982 ,,"57,708",,150,,"12,064",201,"816,126","167,336","4,877,181 ",Africa,83,"4,967",6.0,,,31,5/15/2022
Belize,"57,896",,676 ,,"56,761",,459,6,"140,843","1,644","549,217","1,336,070","411,069 ",North America,7,608,1.0,,,"1,117",5/15/2022
Cabo Verde,"56,105",,401 ,,"55,613",,91,23,"98,910",707,"400,982","706,908","567,234 ",Africa,10,"1,415",1.0,,,160,5/15/2022
Syria,"55,869",,"3,150 ",,"52,479",,240,,"3,054",172,"146,269","7,996","18,292,142 ",Asia,327,"5,807",125.0,,,13,5/15/2022
Gabon,"47,608",,304 ,,"47,297",,7,,"20,490",131,"1,594,523","686,256","2,323,511 ",Africa,49,"7,643",1.0,,,3,5/15/2022
Papua New Guinea,"43,876",,651 ,,"43,200",,25,7,"4,737",70,"249,149","26,898","9,262,605 ",Australia/Oceania,211,"14,228",37.0,,,3,5/15/2022
Seychelles,"43,235",,167 ,,"42,553",,515,,"434,606","1,679",,,"99,481 ",Africa,2,596,,,,"5,177",5/15/2022
Curaçao,"43,017",,275 ,,"42,203",,539,3,"260,168","1,663","496,693","3,004,016","165,343 ",North America,4,601,0.0,,,"3,260",5/15/2022
Andorra,"42,156",,153 ,,"41,021",,982,14,"543,983","1,974","249,838","3,223,924","77,495 ",Europe,2,507,0.0,,,"12,672",5/15/2022
Burundi,"41,235",,38 ,,,,,,"3,286",3,"345,742","27,549","12,549,999 ",Africa,304,"330,263",36.0,,,"3,221",5/15/2022
Mauritius,"37,843",,996 ,,"36,183",,664,,"29,665",781,"358,675","281,160","1,275,698 ",Africa,34,"1,281",4.0,,,520,5/15/2022
Mayotte,"37,363",,187 ,,"2,964",,"34,212",,"131,066",656,"176,919","620,616","285,070 ",Africa,8,"1,524",2.0,,,"120,013",5/15/2022
Togo,"37,020",,273 ,,"36,724",,23,,"4,285",32,"735,269","85,101","8,639,966 ",Africa,233,"31,648",12.0,,,3,5/15/2022
Guinea,"36,597",,442 ,,"36,113",,42,8,"2,653",32,"660,107","47,848","13,795,931 ",Africa,377,"31,213",21.0,,,3,5/15/2022
